text,cleaned1
"Netizen Indonesia sok paling tau dengan keadaan semua,yang katanya putus kontrak lah,ini lah itu lah bla bla bla,kalian itu tolol apa gimana ha?,oke lah klok emang murni salah bapak prabowo gua pasti ikut kritik, walaupun gak bakal didengar setidaknya bisa kritik klok emang murni salah bapak prabowo,lu mikir gak sih bapak Prabowo sudah melakukan yang terbaik,sampek dinaikin gaji hakim agar apa?,agar bisa adil bro ini gak ada kaitannya sama bapak Prabowo,jangan menyalahkan bapak Prabowo,pak Prabowo dah bilang,tolong buat hukum,berlaku seadil adilnya karna kalian para hukum,benteng terakhir untuk masyarakat kecil,sampek effor loh beliau naikin gaji hukum sebelum nya mana?,jadi gua simpulkan disini hukum itu tergantung orangnya bro,klok tahan sogok kan pasti adil klok gak tahan yah... Habis kena sogok,kalian pikir cuman berlaku di Indonesia seperti ini?,liat kasus p didi terbaru nya,sampek banyak saksi pun kena ringanan hukumannya,ngerti paham maksud saya?,jadi gak cuman di Indonesia bro duit itu berkuasa, mangkanya berkerja keras agar di hargai mertua atau pun sodara, disclaimer bukan membenarkan yang salah,salah tetap salah bagi gua p didi loh orang berpengaruh di amerika aja,bisa di kurangi loh hukumnya jadi jangan terlalu menyalahkan bapak Prabowo terus,di amerika aja hukumnya begitu itu negara adidaya loh adikuasa,kok bisa tumpul hukuman nya?,klok begitu hukumnya amerika apakah akan menyalahkan donal trum?,netizen disana pakek otak bro klok mau berfikir,pasti yang di salahkan yang pegang hukumnya nya lah,jadi buat netizen indo cerdas dikit gitu jadi netizen,jangan fomo dikit dikit nyalahin bapak prabowo,yah... Jelas nyalahin hakim nya atau MK nya mahkamah konstitusi,apa jangan jangan buzzer kalian yang terus terus nyalahin bapak prabowo?",warganet indonesia sok paling tahu dengan keadaan semua yang katanya putus kontrak lah ini lah itu lah bla bla bla kalian itu tolol apa bagaimana tertawa oke lah kalau memang murni salah bapak prabowo saya pasti ikut kritik walaupun tidak bakal didengar setidaknya bisa kritik kalau memang murni salah bapak prabowo kamu pikir tidak sih bapak prabowo sudah melakukan yang terbaik sampai naik gaji hakim agar apa agar bisa adil saudara laki laki ini tidak ada kaitannya sama bapak prabowo jangan menyalahkan bapak prabowo pak prabowo sudah bilang tolong buat hukum berlaku seadil adilnya karena kalian para hukum benteng terakhir untuk masyarakat kecil sampai effor lah beliau naikan gaji hukum sebelum nya mana jadi saya simpulkan di sini hukum itu tergantung orangnya saudara laki laki kalau tahan sogok kan pasti adil kalau tidak tahan ya habis kena sogok kalian pikir cuma berlaku di indonesia seperti ini lihat kasus p didi terbaru nya sampai banyak saksi pun kena ringanan hukumannya mengerti paham maksud saya jadi tidak cuma di indonesia saudara laki laki uang itu berkuasa mangkanya bekerja keras agar di hargai mertua atau pun saudara disclaimer bukan membenarkan yang salah salah tetap salah bagi saya p didi lah orang berpengaruh di amerika saja bisa di kurangi lah hukumnya jadi jangan terlalu menyalahkan bapak prabowo terus di amerika saja hukumnya begitu itu negara adidaya lah adikuasa kok bisa tumpul hukuman nya kalau begitu hukumnya amerika apakah akan menyalahkan donald trum warganet di sana pakai otak saudara laki laki kalau mau berpikir pasti yang di salahkan yang pegang hukumnya nya lah jadi buat warganet indonesia cerdas sedikit begitu jadi warganet jangan fomo sedikit sedikit menyalahkan bapak prabowo ya jelas menyalahkan hakim nya atau mk nya mahkamah konstitusi apa jangan jangan buzzer kalian yang terus terus menyalahkan bapak prabowo
@faid.firmansyah smpe aset nya di sita semua😅,firmansyah sampai aset nya di sita semua
@gibran_rakabuming,
Musuh masyarakat pun resah🔥,musuh masyarakat pun resah
Ini jokes TER WHY tahun 2025😢,ini jokes ter kenapa tahun
@huda.30.05.2002 saya siap debat dengan kalian netizen Indonesia yang miring otaknya yang harus di luruskan otaknya,saya siap debat dengan kalian warganet indonesia yang miring otaknya yang harus di luruskan otaknya
Tau kan 2029 harus apa?,tahu kan harus apa
"Respect Bang Muslim, perbedaan pilihan politik bukan berarti harus diam melihat ketidakadilan, dan Pilprespun sudah lama selesai.",respect bang muslim perbedaan pilihan politik bukan berarti harus diam melihat ke tidak adilan dan pilprespun sudah lama selesai
habis kontrak tretan?hahaha apa gak kebagian komisaris?,habis kontrak tretanhahaha apa tidak kebagian komisaris
"Bentar lagi ada orang di penjara gara Pengen liat ijazah 😂""",sebentar lagi ada orang di penjara gara ingin lihat ijazah
Seperti nya gaji nya gak sesuai jadi mengundurkan diri dari barisan 😂😂,seperti nya gaji nya tidak sesuai jadi mengundurkan diri dari barisan
Kontol,kontol
"ajak kollab bang, disabilitas otak",ajak kollab bang disabilitas otak
lebih hina dari komunis otoriter,lebih hina dari komunis otoriter
Abis kontrak nih mah😂,habis kontrak ini adalah
"whyyy? ini indo yang sesungguhnya mari kita korupsi mari kita rusak alamnya mari kita habiskan kekayaan indonesia toh penjara cuman 4,5 bentar banget",whyyy ini indonesia yang sesungguhnya mari kita korupsi mari kita rusak alamnya mari kita habiskan kekayaan indonesia toh penjara cuma sebentar banget
Kontrak dahh abis bosss ???,kontrak dah habis bosss
Diam anda king @tretanmuslim .. lebih king abdi titik🔥,diam anda raja lebih raja abdi titik
Keren luh bang . Bisa melek 🔥🔥🔥🔥,keren kamu bang bisa melek
Gak diperpanjang kontraknya slim? 😂,tidak diperpanjang kontraknya kurus
Penyeimbang,penyeimbang
@azizjk_ lucuuu bgt anjenkkkk😂,lucu banget anjenkkkk
Kontraknya dah habis bang ?? @tretanmuslim,kontraknya sudah habis bang
APAKAH LOGIN ANAK ABAH 🔥,apakah login anak ayah
"Netizen yg merasa suci karena memilih mas anis sibuk bertanya dg nada jumawa, mereka ini ga pernah nonton musuh masyarakat dan aduan masyarakat jd kaget lihat mas muslim kritik pemerintah pdhl udah jd hobi dr dlu",warganet yang merasa suci karena memilih mas anis sibuk bertanya dengan nada jumawa mereka ini tidak pernah menonton musuh masyarakat dan aduan masyarakat jadi kaget lihat mas muslim kritik pemerintah padahal sudah jadi hobi dari dulu
tumbenn why??,tumbenn kenapa
Oke gas oke gas 🤣 awowook,oke gas oke gas awowook
Coki tidak berpikir demikian.,coki tidak berpikir demikian
KEMANA AJA LU 😂😂,kemana saja kamu
Heranlah ketika hukum di negara ini berjalan semestinya,heranlah ketika hukum di negara ini berjalan semestinya
Ketika hati nurani sudah berbicara,ketika hati nurani sudah berbicara
@myusuffnm 🤣🤣,
apasih sih slim 😏,apa sih sih kurus
"@jazimi_syihan dengan nt komen gini, dia semakin seneng bro itu tandanya pasar dia emang buat lu 😂",dengan nanti komen begini dia semakin senang saudara laki laki itu tandanya pasar dia memang buat kamu
RIP,rip
"@azizjk_ Kalo orang udeh termasuk sepaham sama lo, yang dulu dulu gausah dibahas kocak",kalau orang sudah termasuk sepaham sama kamu yang dulu dulu tidak usah dibahas kocak
"@abdulmugni21 oke oke, dp 0, tugu rotan karet, jaring buat air bau, pkl di biarkan lagi jualan di kaki lima, air hujan di masukin ke tanah",oke oke uang muka tugu rotan karet jaringan buat air bau pukul di biarkan lagi jualan di kaki lima air hujan di masukan ke tanah
"Lu jadi bagian dri kejahatan , makan ya smeua di hari pertanggungan",kamu jadi bagian dari kejahatan makan iya smeua di hari pertanggungan
lah lah lah 🗿👁️👄👁️,lah lah lah
"eks sales 02 pun angkat suara, respect bang👏",eks sales pun angkat suara respect bang
Masa Kontrak endorsemen sudah habis sepertinya 😂,masa kontrak endorsemen sudah habis sepertinya
"Namanya juga indo ga anehh, eh mksud nya suatu negara di Asia yaitu konoha",namanya juga indonesia tidak aneh eh maksud nya suatu negara di asia yaitu konoha
Politik.. Ga salah semua apalagi bener semua..dengan siapa dan sedang apa.. penting atau tidaknya.. dekat atau jauhnya..halaah rakus.. chuuihh,politik tidak salah semua apalagi benar semuadengan siapa dan sedang apa penting atau setidaknya dekat atau jauhnyahalaah rakus chuuihh
Terlalu jujur dan tidak sejalur dengan yg lain di hukum 😢,terlalu jujur dan tidak sejalur dengan yang lah di hukum
Why Anda dulu dukung Gibran??? Udah habis kontrak sekarang ya? 🤣,kenapa anda dulu dukung gibran sudah habis kontrak sekarang iya
"lu emg lucu, tapi pas kampanye lu bisa di bayar 🤣",kamu memang lucu tapi pas kampanye kamu bisa di bayar
@azizjk_ berisik bgt sih,berisik banget sih
ada yang ketakutan ama pak lembonggg,ada yang ketakutan sama pak lembonggg
"@sugiarto_rahmat masih ada lho yg ga bisa Bedain kerjaan (kontrak) sama masalah lain, kasian kasian",masih ada lo yang tidak bisa bedakan pekerjaan kontrak sama masalah lah kasihan kasihan
Suruh gibran posting gini juga bos,suruh gibran posting begini juga bos
😂,
@azizjk_ kemarin just for fun aja kok,kemarin just for fun saja kok
Tanpa kalian tahu ini adalah suvei terselubung yg nanti akan jadi bahan konten di musuh masyarakat,tanpa kalian tahu ini adalah suvei terselubung yang nanti akan jadi bahan konten di musuh masyarakat
We wok Dhe tok,we wok deh tok
Respect🔥,respect
"anak abah sangat senang dg postingan ini, merasa akhirnya pendukung 02 ada yang sadar"". malah kalian yang gasadar blok. ancene mbokne anton tenan og wong wongane abah ta8""",anak ayah sangat senang dengan postingan ini merasa akhirnya pendukung ada yang sadar bahkan kalian yang enggak sadar bodoh ancene mbokne anton benaran og orang wongane ayah ta
Kurang lama hukumannya,kurang lama hukumannya
bro ini sedang sarkas,saudara laki laki ini sedang sarkas
"Kenapa cuma 4,5 ?? Knapa ga 4,4 aja 😂",kenapa cuma kenapa tidak saja
"Tom aja bisa dipidanakan, masa mulyono kaga?",tom saja bisa dipidanakan masa mulyono tidak
dah abis ya ini🤣🤣🤣,sudah habis iya ini
02 voters 🤣,pemilih
"@azizjk_ orang orang kaya lu cuma bisa mecah belah antar pendukung, mau dukung 01 02 03 08 juga kalo emang gaada keadilan ya tetep dikritik. warasin otak lu, kasian dah ama sdm indo begini wkw",orang orang kayak kamu cuma bisa memecahkan belah antar pendukung mau dukung juga kalau memang tidak ada uang keadilan iya tetap dikritik warasin otak kamu kasihan sudah sama sumber daya manusia indonesia begini wkwk
@agus_nurmagomedov satire? Di kolom komentar postingannya isinya tetep di pelabelan anak abah aja gw liat liat dr td dan kayak digiring ke situ sih😂,satire di kolom komentar postingannya isinya tetap di pelabelan anak ayah saja saya lihat lihat dari tadi dan kayak digiring ke situ sih
🦅🦅🦅,
"Hukum sudah dipejual belikan, tenang mereka mereka akan meninggal Dunia semua",hukum sudah dipejual belikan tenang mereka mereka akan meninggal dunia semua
🤣🤣🤣,
sarkas kayaknya nih😮,sarkas kayaknya ini
Kenapa tiba2 ente skrg jadi punya otak? Tumben? Beneran abis kontrak?,kenapa tiba kamu sekarang jadi punya otak tumben benaran habis kontrak
udah habis kontrak yeee,sudah habis kontrak iya
Tom Delonge 🔥,tom delonge
ind0 celeh,indonesia celeh
NGAPAIN DI BELA KORUPSI MAH KORUPSI,sedang apa di bela korupsi adalah korupsi
cuakssss,cuakssss
Peringatan Darurat!,peringatan darurat
Tremo : tretan muslim fomo,tremo tretan muslim fomo
Rada heran pejabat indonesia ga korupsi mustahil kayanya😂,agak heran pejabat indonesia tidak korupsi mustahil sepertinya
Sedang memantau isi komenan,sedang memantau isi komentar
lolololo MLI udah abis kontrak sama plat merah bang?,lolololo mli sudah habis kontrak sama plat merah bang
"@azizjk_ komen why yg pernah gue liat, ga kanan ga kiri masih aja diungkit. Disaat ada satu hal yg bisa satuin kita malah lu ungkit",komen kenapa yang pernah saya lihat tidak kanan tidak kiri masih saja diungkit di saat ada satu hal yang bisa satuin kita bahkan kamu ungkit
Andaa whyy mas mas madura,anda whyy mas mas madura
Dark sih ini,dark sih ini
Wkwkwk,wkwk
"Rekrut jokowi cak, dia ganti kulit. Real mutant Drs Lizard",rekrut jokowi cak dia ganti kulit real mutant doktorandes lizard
Lagunya gak asing,lagunya tidak asing
Gajian 2 mnggu lagi duit kaga ada sperak2 acan nih.. kampret,gajian mnggu lagi uang tidak ada sperak acan ini sialan
"Kl kalian terlalu baik,maka seperti itu endingnya",kalau kalian terlalu baik maka seperti itu akhirnya
Bang lu dulu jadi timsus 02 dapat duit berapa an bang?,bang kamu dulu jadi timsus dapat uang berapa an bang
Banyak serangan 😂,banyak serangan
Hipokrit kamu bang,hipokrit kamu bang
Banga sama bapa presiden yang sekarang?,bangsa sama bapa presiden yang sekarang
"ya terus ketika orang udh sadar bahwa ini orang orang yg lagi mimpin gak bener, hukum nya di buat mainan gak boleh bersuara?? terus jadi salah dia se umur hidup juga gitu?? justru bagus lah bersuara, kalian permasalahkan org yg speakup malah meredupkan semangat org yg tadinya mau bener jadi gak bener. nih mikir bosss, pilpres nya udahan kenapa lu ngungkit melulu, kan bisa kita lawan/ingetin bareng bareng sekarang. gad ada urusan mau lu pilih 01,02,03. udah basi pilpres nya, urusan sekarang itu ayok ingetin, bikin mikir, protes, kritik orang orang di atas sana, bukan malah nyalahin sesama warga""",iya terus ketika orang sudah sadar bahwa ini orang orang yang lagi memimpin tidak benar hukum nya di buat mainan tidak boleh bersuara terus jadi salah dia se umur hidup juga begitu justru bagus lah bersuara kalian permasalahkan orang yang speakup bahkan meredupkan semangat orang yang tadinya mau benar jadi tidak benar ini pikir bosss pemilihan presiden nya udahan kenapa kamu ngungkit mulu kan bisa kita lawaningetin bareng bareng sekarang gad ada urusan mau kamu pilih sudah basi pemilihan presiden nya urusan sekarang itu ayo ingatkan bikin pikir protes kritik orang orang di atas sana bukan bahkan menyalahkan sesama warga
"@azizjk_ keknya iya deh,soal nya hati nurani gak bisa dibohongi",sepertinya iya deh soal nya hati nurani tidak bisa dibohongi
gabisaa bedaain ini beneran atau cmn jokss😂,gabisaa bedaain ini benaran atau cuma jokss
Era praroro,era praroro
Sarkas gak sii ini?,sarkas tidak sih ini
@agungrizaqmahendra why why why 🦅,kenapa kenapa kenapa
Apakah ini dunia khayalan?,apakah ini dunia khayalan
Dlu dapet endors wapres gitu🤣,dulu dapat endors wakil presiden begitu
"Telat menyadari mending dari pada gak sama sekali bg, tapi next lebih bijak lagi milih endorse politiknya bg 👏👏👏",terlambat menyadari lebih baik dari pada tidak sama sekali abang tapi lanjut lebih bijak lagi memilih endorse politiknya abang
Lebih WHY lagi yg jelas jelas nabrak konstitusi ehh di dukung sepenuh isi rekening wkwkwkk🦅🦅🦅,lebih kenapa lagi yang jelas jelas menabrak konstitusi eh di dukung sepenuh isi rekening wkwk
"@nopriadiii_ dek ssstt diam lo bru ikut nyoblos skali, bru jg ikut politik, km itu anak kmrin sore, soal beda pendapat, beda pilihan itu hal biasa di politik, dari dlu jg setiap abis pemilihan masyarakat kawal besama sama pemerintahan yg bru,",adik ssstt diam kamu baru ikut mencoblos sekali baru juga ikut politik kamu itu anak kemarin sore soal beda pendapat beda pilihan itu hal biasa di politik dari dulu juga setiap habis pemilihan masyarakat kawal besama sama pemerintahan yang baru
tergocek gocek,tergocek gocek
Mentrinya pak jokowi dizolimi di era prabowo,mentrinya pak jokowi dizalimi di era prabowo
Koruptor kok dibela,koruptor kok dibela
Maksud Why Cuma 4.5 tahun?,maksud kenapa cuma tahun
Minimal minta maaf dulu bang pernah jadi buzzer 🫣,minimal meminta maaf dulu bang pernah jadi buzzer
Bahkan seorang @tretanmuslim kaum 58% menyadari bahwa hukum di negeri ini sedang tidak baik-baik.,bahkan seorang kaum menyadari bahwa hukum di negeri ini sedang tidak baikbaik
Coba tunjukin bang kalau bayaranya gede biar gak fitnah lagi aja,coba tunjukan bang kalau bayaranya gede biar tidak fitnah lagi saja
@jazimi_syihan Satire gak eksis di kamus kehidupan lu,satire tidak eksis di kamus kehidupan kamu
"@ke.masss kontrak itu di pilpres,setelahnya kalo salah kita kritik kalo benar kita dukung. Anies dan Ganjar pun kalo salah kita kritik kalo benar kita dukung.",masss kontrak itu di pemilihan presiden setelahnya kalau salah kita kritik kalau benar kita dukung anies dan ganjar pun kalau salah kita kritik kalau benar kita dukung
Selamat bergabung mhamang kolektor benda asing @tretanmuslim 🫱🏻‍🫲🏿,selamat bergabung mhamang kolektor benda asing
"Respect mas tretan,, terus suarakan,, agar semua ikut menyuarakan,,",respect mas tretan terus suarakan agar semua ikut menyuarakan
Respect 🔥🔥🔥,respect
@azizjk_ setidaknya akun centang biru sudah speak up bang 🔥🔥🔥,setidaknya akun centang biru sudah speak up bang
@_diopramono  dikala tretan sudah why ?,dikala tretan sudah kenapa
🔥🔥🔥🔥🔥🔥,
Hakim lebih memilih memenjarakan si bersih daripada si kurap,hakim lebih memilih memenjarakan sil bersih daripada sil kurap
@kemenkum @pp_ikahi why why shame on you,kenapa kenapa kecewa on kamu
"@azizjk_ msih aja pilpres bang, manusia juga bisa objektif kali bang",masih saja pemilihan presiden bang manusia juga bisa objektif kali bang
"Kaget seantero negara, negri dan negoro",kaget seantero negara negeri dan negoro
tolong tanyain pendapat mas wapres gibran bang,tolong tanyakan pendapat mas wakil presiden gibran bang
Bang apa gapapa sama donatur mu posting beginian?.😮,bang apa tidak apa apa sama donatur mu posting beginian
"Dia mah sarkas dengan niat menguntungkan diri sendiri, ada bisnis, bukan untuk menjatuhkan orang.""",dia adalah sarkas dengan niat menguntungkan diri sendiri ada bisnis bukan untuk menjatuhkan orang
Makin kesini makin terang²an ya gak adil nya😂,makin kesini makin terangan iya tidak adil nya
@fbrian_t sama2,sama
@_20_y7 jadi buzzer dibayar berapa sekarang?,jadi buzzer dibayar berapa sekarang
"@tretanmuslim coba lihat pengertian dan pemaparan dari pak prof mahfud md , disitu dijelasin kenapa dihukum 4,5 th penjara , awalnya saya kayak abang @tretanmuslim WHY banget  tapi pas lihat pemaparan dari pak prof mahfud",coba lihat pengertian dan pemaparan dari pak prof mahfud md di situ dijelasin kenapa dihukum tahun penjara awalnya saya kayak abang kenapa banget tapi pas lihat pemaparan dari pak prof mahfud
akhirnya why itu terjawab,akhirnya kenapa itu terjawab
Tunjukan cara keadilan @kingabdi_jajanmercon,tunjukkan cara keadilan
Herann knp orang korupsi di dukung gnii,herann kenapa orang korupsi di dukung begini
@abdu.utd -1 aura 😶‍🌫️,utd aura
"Lah bukannya lu 02, ikutan ngancurin negara",lah bukannya kamu ikutan menghancurkan negara
Sarkas emang mantafff👏,sarkas memang mantafff
🔥🔥🔥,
Meskipun coblos 02 bukan berarti hati nurani akan keadilan hilang gaes. Kalian semua gimana sih mikirnya.,meskipun coblos bukan berarti hati nurani akan keadilan hilang guys kalian semua bagaimana sih memikirnya
respect tretan,respect tretan
"Tom lembong divonis 4.5 tahun padaal tidak ada bukti aliran dana , dan kasus nya yang dipermasalahkan 9 thn lalu kebijalan import gula",tom lembong divonis tahun padaal tidak ada bukti aliran dana dan kasus nya yang dipermasalahkan tahun lalu kebijalan impor gula
