text,cleaned
@prabowo @jokowi posisi? Udh bahagia?,posisi bahagia
😢,
💔💔💔,
GARAGARA ULAH PAK MUL👏👏,gara gara ulah pak mul
💔,
The power of koruptor! Hebatnya koruptor di Indonesia masih aja dibela! Jelas UU nya menyatakan memperkaya diri sendiri/kelompok/orang lain. Gk usah munafik semua proyek by design itu celah koruptor melalu tender sana sini yg sudah di design. Miris miris koruptor dianggap pahlawan!,the power of koruptor hebat koruptor indonesia bela jelas undang undang nyata kaya sendirikelompokorang perlu munafik proyek by desain celah koruptor tender desain miris miris koruptor anggap pahlawan
"Halo @prabowo Setiap pidato selalu mengatasnamakan Rakyat. Apakah @tomlembong bukan Rakyat Pak?. @gerindra jangan karena perbedaan Politik, beliau menjadi orang yang harus di bungkam.👏",halo pidato mengatasnamakan rakyat rakyat pak beda politik beliau jadi orang bungkam
Beliau hnyalah korban yg di kriminalisasikan krn berani berbeda pandangan dari para buzzer2 kaum si itu...,beliau hnyalah korban kriminalisasi berani beda pandang buzzer kaum sil
🥀🥀,
😢🥀,
"keadilan sosial bagi seluruh rakyat Indonesia.""",adil sosial rakyat indonesia
🥀🥀,
😰 semakin rusak saja negara ini,rusak negara
😢,
Terimakasih utk bang @irwandiferry dan teman2 yg telah berani bersuara utk keadilan 💔,terima kasih untuk bang teman berani suara untuk adil
#justicefortomlembong,
Tapi ketika budi arie n frens.. edan taktik omke gams👏,budi arie frens edan taktik omke gams
kita masyarakat indonesia adalah saksi bagaimana para orang2 ini menggunakan kewenangannya. dan di akhirat kita juga menjadi saksi tindakan mereka yg tidak menegakkan tanggungjawabnya di hadapan Pencipta.,masyarakat indonesia saksi orang guna wenang akhirat jadi saksi tindak tegak tanggungjawabnya hadap cipta
Sudah sekian kalinya dibuat kecewa sama hukum di negara sendiri 💔 #indonesiatidakbaikbaiksaja #indonesiakrisiskeadilan,sekian kali kecewa hukum negara
😢😢,
@yayafaraa Aamiin,amin
@faishalma7 beguringan ay pak😂,beguringan sayang pak
😢💔,
@shinningbetta Allaah,allah
"Apakah ini gambaran dari hasil akhir meningkatnya gaji Hakim di Indonesia? Bapak2 hakim ysh, pajak yang kami bayarkan adalah salah satunya untuk menggaji anda. Tunjukan pada kami bahwa anda berintegritas dan tidak menyalah gunakan kewenangan untuk mempermainkan kami (rakyat).
Dan untuk pejabat yang sekarang sedang menduduki posisi strategis, berhati-hatilah karena bisa saja anda yang berikutnya (misal : anda yang sedang membuat program KopDes di seluruh wilayah Indonesia, hanya dengan mengandalkan INSTING. Apalagi menggunakan uang rakyat yang tidak sedikit) 🔥🔥🔥🔥",gambar hasil akhir tingkat gaji hakim indonesia bapak hakim ya pajak bayar salah satu untuk gaji tunjuk integritas salah guna wenang untuk main rakyat untuk jabat duduk posisi strategis berhatihatilah ikut misal program kopdes wilayah indonesia andal insting guna uang rakyat
🥀💔,
L7,l
💔💔🥀🥀,
Woo wooo,uhuy wooo
💔,
"kira hukuman apa yach yg Allah janjikan utk jokowi, fir'aun dunia 😢""",kira hukum ya allah janji untuk jokowi firaun dunia
KANJURUHAN SAJA TIDAK TUNTAS APA LAGI INI NEGERI INI DIKUASI ORANG YANG BURUK HATI,kanjuruhan tuntas negeri kuasi orang buruk hati
"@mhmdapw08 ngapa lu jadi bawa profesi orang, oot banget, lagi bahas apa malah geser kemana-mana, udah gaada argumen lagi kah?""",jadi bawa profesi orang out of topic banget bahas geser kemanamana uang argumen kah
Cepet sembuh negeriku 😢,cepat sembuh negeri
"rasulullah berkata  dari 3 hakim 2 d antaranya masuk neraka""""",rasulullah kata hakim masuk neraka
"ga mungkin dia bekerja sendiri ga siiii pasti atasannya yg ambil keputusan, atau tmn² nya masa iya ga kena, kan biasanya di rundingin dulu buat ambil keputusan",kerja siiii atas ambil putus teman masa iya kena rundingin ambil putus
"Kocak emang, mana yg bela itu yg gangikutin sidang 🥀",kocak bela gangikutin sidang
"Duh manise akang , ngeri banget 😢",aduh manise akang ngeri banget
"Melanggar prosedur, karena salah satu langkah pada SOP pejabat adalah mengambil keuntungan demi memperkaya supporter/oligarki""""",langgar prosedur salah satu langkah sop jabat ambil untung kaya supporteroligarki
@endyaudit klo golonganya orang salah ttp dibela 😂,golonganya orang salah tetap bela
💔,
🥀🥀🥀💔💔💔💔,
@imaduddin.ibdaa,ibdaa
Dia ditakuti elite dan pejabat  karena org yg bersih dan ide yg cemerlang...serta...org yg fitnah pun org yg pernah dia support secara gagasan🔥,takut elite jabat orang bersih ide cemerlangsertaorg fitnah orang support cara gagas
🥀,
HIDUP JOKOWI aaaahh government,hidup jokowi aaaahh government
Ini terjadi dinegara konoha yah bukan di indonesia 😂😂😂😂,jadi negara konoha ya indonesia
💔💔,
Jgn mati dulu ya ges. Kita tunggu era downfall nya jokowi dan prabowo wkwk,mati iya gas tunggu era downfall jokowi prabowo tertawa
💔,
💔🥀,
Lawan raja Jawa,lawan raja jawa
Justice for Pak Tom Lembong ❤️,justice for pak tom lembong
@barikalrasyid29 penting pendidikan drpd mbg,penting didik mbg
Boleh pindah ke mars aja gx,pindah mars
rip keadilan 🥀🥀,rip adil
🥀💔😢,
Ada pengadilan akhirat nti pak utk mereka,adil akhirat pak untuk
@putriauliaam hooh betul,iya betul
jadi pengen jadi penjabat dari pada warga sipil yang susah cari pekerjaan cuman ditahan 4 tahun 😂,jadi jadi jabat warga sipil susah cari kerja tahan tahun
"Kamu Nolongin orang kelaparan, terus kamu pesen makanan pake gofood buat diberikan ke orang yang kesusahan, dan kamu dianggap merugikan negara karena pake perusahaan swasta buat nolongin orang",tolong orang lapar terus pesan makan pakai gofood beri orang susah anggap rugi negara pakai usaha swasta tolong orang
"Kacau emang ya kalo jadi tahanan politik, dulu inget kasus korup sapi PKS, sampe sekarang (kalo gak salah) blm bebas padahal bukti juga gak jelas.. RIP Keadilan 🥀",kacau iya jadi tahan politik ingat kasus korupsi sapi partai adil sejahtera salah bebas bukti jelas rip adil
"Gara Mulyono nih""",gara mulyono
@calvinchandra yaampun iya lagi,ya ampun iya
MUAK banget liar kebusukan para penegak hukum 💔,muak banget liar busuk tegak hukum
😢😢💔,
Sakit bgt🥀,sakit banget
"Coba hakim yg memutuskan jelaskan makna korupsi kepada rakyat biar jelas kenapa Tom di penjara. Krn bnyk yg bilang ini gila, tdk adil, akal sakit akut bla bla...",coba hakim putus jelas makna korupsi rakyat biar jelas tom penjara bak bilang gila adil akal sakit akut bla bla
Makanya menjilatlah ke rezim biar aman 😂😂,jilat rezim biar aman
"Negara Sosialis apa Kapitalis sebenernya ini Konoha, gak cocok Pancasila hidup di Indonesia",negara sosialis kapitalis benar konoha cocok pancasila hidup indonesia
Negara bobrok,negara bobrok
🥀💔,
Pak tom 😢,pak tom
🥀💔,
...,
Rip keadilan di bumi pertiwi🥀,rip adil bumi pertiwi
💔💔💔,
🥀,
🔥,
💔,
🥀,
#savetomlembong,
#indonesiadaruratkeadilan 🥀,
nih ky @_iky_99 klu nte pngen tau jelasnya,nte tahu jelas
emang dunia ini tempatnya salah,dunia tempat salah
🥀💔,
Omon omon🥀🥀,omon omon
Hukum indo udah gak bermoral👍🏼,hukum indonesia moral
🥀,
#savetomlembong,
Virus muldongok luar biasa,virus muldongok luar
😢💔,
😢🥀,
@mufarokhah22,
🥹💔🥀,
#SaveTomLembong #ADILIJOKOWI,
@fifa_mohan kasus e luh Nok @mufarokhah22,kasus e oke
Keadilan harus di tegakan bebaskan @tomlembong .,adil tegak bebas
"Hukum di Indonesia memalukan, hakimnya perlu dihakimi massa kyk e🤭",hukum indonesia malu hakim perlu hakim massa e
"@amaliatamimii saya ngasih opini saya, mbak ngasih opini mbak. Tp mbak ga terima sama opini saya, ya susah jg.",beri opini kakak beri opini kakak kakak terima opini iya susah
Ayo lah bang @irwandiferry .. Percepat revolusinya.. Mau nunggu sampe gimana lg,ayo bang cepat revolusi tunggu
"setuju, Bang. Dari awal kasusnya aja udah aneh sih. Akal sehat di negara kita udah mati, pejabatnya banyak yang kotor.",tuju bang awal kasus aneh sih akal sehat negara mati jabat kotor
💔😢🥀,
@iipzm nte sih milih mulyono 😂,nte sih pilih mulyono
"Ada bang yg mau jadi pejabat, mereka yg mau di stir dan masuk sistem 'lingkaran setan'",bang jadi jabat setir masuk sistem lingkar setan
Terlalu banyak geup mafia nya di indo... gw nunggu meledak aj,geup mafia indonesia tunggu ledak
🥀🥀🥀,
Kalo abang ini yg ngomong gua percaya 100%,abang bicara percaya
Rip keadilan Rip hukum indonesia .,rip adil rip hukum indonesia
"bahasa dongeng nya versi AI
Di sebuah kerajaan bernama *Indo-Rasa*, ada seorang penjelajah baik hati bernama *Paman Tom*. Dia punya tugas menjaga agar rakyat bisa makan *gula* dengan harga murah dan rasa manis tetap ceria.
Suatu hari, gudang gula mulai menipis. Rakyat mulai rewel, “Paman Tom, gulanya mahal!”
Paman Tom pun berpikir, lalu bilang, “Ayo ambil gula dari negeri sahabat, biar rakyat senang!”
🌬️ Tapi tanpa dia tahu, ternyata ada *aturan tersembunyi*: hanya para ksatria BUMN yang boleh ambil gula dari luar. Padahal niat Paman Tom cuma satu— *bikin rakyat tersenyum*.
Kemudian datang *hakim dari menara hukum*. Dia bilang:
“Paman Tom, kamu melanggar aturan kerajaan. Meski kamu nggak jahat, kami hukum kamu!”
Rakyat pun bingung.
🧒 Ada anak kecil berkata:
“Tapi kan dia nggak niat jahat… kayak kakak yang jatuh sendok ke lantai, bukan sengaja, kan?”
🌧️ Kerajaan pun jadi murung. Banyak yang bertanya-tanya, “Kalau orang baik dihukum karena salah langkah, apa ksatria lain jadi takut menolong rakyat?”
---
📖 Dan dari cerita itu, kita belajar:
Bahwa niat hati itu penting. Hukum yang bijak bukan hanya lihat tindakan, tapi juga melihat isi hati.",bahasa dongeng versi ai buah raja nama indorasa orang jelajah baik hati nama paman tom punya tugas jaga rakyat makan gula harga murah rasa manis tetap ceria hari gudang gula mulai tip rakyat mulai rewel paman tom gula mahal paman tom pikir bilang ayo ambil gula negeri sahabat biar rakyat senang tahu nyata atur sembunyi ksatria badan usaha milik negara ambil gula luar niat paman tom satu bikin rakyat senyum datang hakim menara hukum bilang paman tom langgar atur raja jahat hukum rakyat bingung anak kata niat jahat kayak kakak jatuh sendok lantai sengaja raja jadi murung bertanyatanya orang baik hukum salah langkah ksatria jadi takut tolong rakyat cerita ajar niat hati penting hukum bijak lihat tindak lihat isi hati
Cmn karena berbeda pilihan 🥀,beda pilih
Se benci itu ya antek2 mulyono karena pak tom beralih ke pak anies waktu itu🥺,benci iya antek mulyono pak tom alih pak anies waktu
🥀,
🥀💔,
So speechless..💔💔,sok speechless
"Pak Tom , ambil lah Jd warga kenegaraan lain",pak tom ambil jadi warga negara
RIP KEADILAN DI NEGERI YANG KATANYA KAYA AKAN SDA TP TIDAK PERNAH MAJU 🥀🥀🥀,rip adil negeri kata kayak sda maju
Raja solo di lawan,raja solo lawan
negara auto pilot,negara auto pilot
💔,
🥀🥀💔💔,
😢,
"Pas bgt ya 4,5 th, biar 2029 ga keganggu ya yg onoh 😅",pas banget iya tahun biar ganggu iya
😢🥀,
💔,
Rip keadilan😢,rip adil
@yayafaraa udah yapping nya?,yapping
Intinya ternak Mulyono aman orang NU yg korupsi dana haji blom nongol tuh muka nya,inti ternak mulyono aman orang nu korupsi dana haji nongol muka
"Coretax dulu diintip, angkanya fantastis itu",coretax intip angka fantastis
💔💔💔,
DILUAR NURUL HUKUM INI KALO PENUH ATENSI DAN BAYARAN 💔 RIP the LAW OF INDONESIA,luar nurul hukum penuh atensi bayar rip the law of indonesia
💔,
🥀🥀💔💔💔🥀🥀🥀,
🥀🥀🥀,
😢🥀,
Mbak ngga seru ih klo komentarnya subjektik. Padahal saya argumen secara kontekstual lo. Tipikal yg klo kalah argumen larinya jadi nyerang secara subjektif itu ngga elegan bgt sih. Sorry not sorry. Tp ya saya terima opini mbak sebelumnya. Toh hakim sudah memutuskan. Meskipun ya rahasia umum juga klo hukum di negara ini uda ngga bs dipercaya. Kita sama2 tunggu aja hasil akhirnya ya.,kakak seru ih komentar subjektik argumen cara kontekstual tipikal kalah argumen lari jadi serang cara subjektif elegan banget sih maaf not maaf iya terima opini kakak hakim putus iya rahasia umum hukum negara percaya tunggu hasil akhir iya
Rip keadilan 🥀💔😢,rip adil
"Ngeri sihh pke banget , Mirisss",ngeri sih pakai banget mirisss
@yayafaraa skrg doi udh kena karma dunia dikit. Sakit sakitan bgtbgt. Wkwkwk. Smoga ttp bgitu dan tambah sengsara,kena karma dunia sakit sakit bgtbgt wkwk moga tetap tambah sengsara
💔🥀,
@irsaa.le setuju,le tuju
🥀💔,
Uh🥀,uh
"Hancur bangsaku bila mempenjarkan orang bisa di pesan pesan... sakit stresss,yang berbuat begitu mungkin ada naluri psikopat dan maniak nya..",hancur bangsa mempenjarkan orang pesan pesan sakit stresss naluri psikopat maniak
💔🥀,
Di minta untuk sehat di negeri yang sakit💔🥀,minta untuk sehat negeri sakit
Kan gaji hakim dinaikkan 200% kemarin kak😂,gaji hakim naik kemarin kak
🥀💔,
🥀🥀🥀🥀🥀💔,
Kacau kacau,kacau kacau
🥀💔,
"Ketika keputusan strategis demi kepentingan nasional dianggap kejahatan hanya karena beda tafsir prosedur, maka yang salah bukan pejabatnya — tapi sistem yang membiarkan hukum jadi senjata politik. Ini bukan korupsi, ini kriminalisasi kebijakan. Hukum tanpa keadilan cuma jadi alat balas dendam. Dukung Tom Lembong, karena waras itu sekarang bentuk perlawanan🙌",putus strategis penting nasional anggap jahat beda tafsir prosedur salah jabat sistem biar hukum jadi senjata politik korupsi kriminalisasi bijak hukum adil jadi alat balas dendam dukung tom lembong waras bentuk lawan
Tom lembong juga bukan malaikat bro,tom lembong malaikat saudara laki laki
#kamibersamatomlembong,
🥀😢,
Tambah absurd... 😢🥀,tambah absurd
@ilhamalaziz99 🥀,
"@rdinugroho ya ngga ada siapapun, ini bukan pengalihan orang yang salah, ini ngga ada orang salah tapi maksa di-adain.",iya alih orang salah orang salah paksa diadain
@adera_7 ngga butuh bang 😂,butuh bang
🥀,
Rip keadilan,rip adil
🥀,
Negara kotor,negara kotor
💔💔,
🥀🥀🥀,
lumayan ngikutin pas denger putusannya shikshakshok🥀,lumayan ikut pas dengar putus shikshakshok
ingat yg memerintah impor itu siapa? gamungkin inisiatif pribadi dong,ingat perintah impor inisiatif pribadi
"Kita tau dia kriminalisasi untuk mengirim pesan kepada semua oposisi yg ga mau ikut kedalam circle solo, kalo BELIAU"" bisa lakuin apapun termasuk masukin lo ke bui.""",tahu kriminalisasi untuk kirim pesan oposisi ikut circle solo beliau laku masuk masuk bui
Gilaaaa sih negara ini,gila sih negara
@calvinchandra 🥀🥀🥀🥀,
#justicefortomlembong 🔥🔥🔥,
Tertutup oleh kasus MBA😢🥀,tutup kasus mbak
yaAllah kenapa aku WNI😢,ya allah warga negara indonesia
@cari_kerja_jatim_23 buzzer rupamu koyok  keat,buzzer rupa koyok keat
#GaraGaraGengSolo,
"Not the Hero we deserve,but the Hero we need",not the hero we deserve the hero we need
💔💔💔😢,
"yaudeh nikmatin ae dipenjara dulu,",yaudeh nikmat penjara
"@amaliatamimii lah, lu yang fitnah lu yg merasa gue yg fitnah. Kocak buzzer oposisi",fitnah rasa fitnah kocak buzzer oposisi
Kok hati nuraniku mengatakan Pak Tom adalah orang baik🥀,hati nurani kata pak tom orang baik
🥀💔,
🥀,
Konoha gitu loh... Konstitusi aja bisa diatur,konoha konstitusi atur
"@ichahadiqah lho kan emang itu tujuannya, biar nggak ikut cawe-cawe",lo tuju biar ikut cawecawe
"Simple saja, kalau menurutmu Tom Lembong benar, lalu siapa yang salah ? (Nanya serius)",sederhana turut tom lembong benar salah tanya serius
💔💔,
@adli_h iya emang gitu kan nyatanya pejabat kita? 😂 kalo ngelawan arus ya wasalam,iya nyata jabat lawan arus iya wasalam
@aan.rdyani sesepuhnya sama,rdyani sepuh
😢🥀,
💔💔💔,
@jejouw #respect jejouw,jejouw
🐷🐷🐷,
"@_hawpip mending sm si pak owi ga sih? ga tunduk sm asing, ini pak wowo malah kasih bbrp kebijakan yg menurut sy sangat’ menguntungkan amrik. terlepas dari pajak impor 32 persen yg menurut sy berkaca dari bbrp pabrik di kota sy yg banyak turun permintaan produksi krn efek dari pajak impor yg ga ngotak",baik sil pak owi sih tunduk asing pak prabowo kasih bijak turut untung amerika lepas pajak impor persen turut kaca pabrik kota turun minta produksi efek pajak impor otak
@dionabdiputra 😢😢😢 udah ngak sibuk yon?,sibuk yon
"Bukti nyata hukum sesuai pesanan,",bukti nyata hukum sesuai pesan
Yang jadi jaksa dan hakim... gak akan tenang hidup dunia dan akhirat,jadi jaksa hakim tenang hidup dunia akhirat
🥀,
Gua udah ga kenal lagi sama Indonesia yg sekarang 🥀🥀,kenal indonesia
🥀🔥,
@yayafaraa lagii di cicil nih,cicil
negeri aneh bin ajaib.,negeri aneh bin ajaib
Salah kok dibelani,salah bani
😢😢,
Pejabat udah gada yang amanah🥀,jabat amanah
syarat utama agar bisa selamat adalah HARUS JAGO NAHAN MALU DIHADAPAN MANUSIA DAN KUAT MENGHADAPI PENGADILAN AKHIRAT,syarat utama selamat jago tahan malu hadap manusia kuat hadap adil akhirat
@rezapratam_ ih ada pengikut nabi jokowi nih,ih ikut nabi jokowi
@calvinchandra anak buah anis,anak buah anis
😢😢😢😢🥀,
"Kalau orang baik dianggap tidak baik dalam suatu  negara, artinya negara itu sudah terlalu banyak penjahatnya..",orang baik anggap baik negara arti negara jahat
😢,
#justicefortomlembong,
Menarik nih bung 👀,tarik bung
"Kasusnya ketutup sama ijazah, jadi banyak orang yang gak ngikutin berita tersebut. Termasuk saya yang kurang paham akar permasalahannya, tapi setau saya beliau termasuk orang yang punya integritas sangat tinggi.",kasus tutup ijazah jadi orang ikut berita sebut masuk kurang paham akar masalah tahu beliau masuk orang punya integritas tinggi
R.I.P KEADILAN🥀🥀,rip adil
@suprato_tjoatja merinding,merinding
😢,
😢,
Sementara yang chromebook menterinya masih berkeliaran bebas 😂😂😂,chromebook menteri liar bebas
anech ya negara ini,anech iya negara
gmn pendapat kalian wahai para pengamat politik @ilyssmhmmd @dhoziee @islamudinikhsan,politik
😢🥀,
@yasin_mjthdn 👏👏👏👏,
Hadulaaaaaahhh💔💔,hadulaaaaaahhh
"@cari_kerja_jatim_23 coba sebutin salahnya tom lembong, sertakan sumber beritanya juga, sok atuh coba",coba sebut salah tom lembong sumber berita sok coba
❤️❤️❤️,
🥀🥀🥀🥀🥀🥀🥀,
"Kasus Tom Lembong aja cepet, apa kabar kasus pagar laut itu? Negara lucu🖕",kasus tom lembong cepat kabar kasus pagar laut negara lucu
@frotamlaw semua bisa terjadi kalo didrama Korea alurnya begitu,jadi drama korea alur
💔🥀💔🥀,
Terlalu memaksakan 🥀,paksa
"Kita ga perlu kaget, dan kita ga perlu pura pura engga tahu.",perlu kaget perlu pura pura tahu
@ferindasesunan konohaa 🥀,konohaa
💔🥀,
Kecewa sama hukum dinegara ini💔🥀,kecewa hukum negara
RIP KEADILAN INDONESIA💔🥀,rip adil indonesia
"Klasemen Kasus Korupsi Terbesar di Indonesia (2020–2025)
1. Korupsi PT Timah: Rp 300 triliun
2. Korupsi PT Pertamina: Rp 193,7 triliun
3. Korupsi Duta Palma Group: Rp 104,1 triliun
4. Korupsi PT TPPI: Rp 37,8 triliun
5. Korupsi PT Asabri: Rp 22,7 triliun
6. Korupsi PT Jiwasraya: Rp 16,8 triliun
7. Korupsi Ekspor CPO: Rp 12 triliun
8. Korupsi Pengadaan Pesawat Garuda: Rp 8,8–9,37 triliun
9. Korupsi BTS 4G Kominfo: Rp 8 triliun
10. Korupsi LPEI: Rp 11,7 triliun",klasemen kasus korupsi besar indonesia korupsi pt timah rupiah triliun korupsi pt pertamina rupiah triliun korupsi duta palma grup rupiah triliun korupsi pt tppi rupiah triliun korupsi pt asabri rupiah triliun korupsi pt jiwasraya rupiah triliun korupsi ekspor cpo rupiah triliun korupsi pesawat garuda rupiah triliun korupsi bts kominfo rupiah triliun korupsi lpei rupiah triliun
🥀😢💔,
RIP Keadilan 🥀,rip adil
rip keadilan 🥀,rip adil
"Gusti Allah Mboten Sare (Allah Tidak Tidur), Semoga para pemimpin2 dzolim di negeri ini selalu mendapatkan apa yang tlah diperbuatnya",gusti allah tidur allah tidur moga pimpin zalim negeri
Hukum di Indonesia tergantung orderan,hukum indonesia gantung order
💔,
🥀🥀🥀,
tenang jokowi sudah lagi di ahzab sama YME,tenang jokowi ahzab maha esa
😢🥀🥀🥀,
gasabarr mulyono kena azab sumpah👏,gasabarr mulyono kena azab sumpah
Tegakkan keadilan utk pak lembong. ❤️❤️❤️,tegak adil untuk pak lembong
"@firmansnuryanto23 fokus diri sendiri kudu itu mh, tapi jangan gak peduli sama bobrok nya negara, karena negara ini yg nerusin kita bukan antek aseng",fokus mah peduli bobrok negara negara terus antek asing
Kekuatan negara memang benar-benar ada dan nyata untuk lawan politik,kuat negara benarbenar nyata untuk lawan politik
💔🥀🥺,
spill hakim nya dong kak😢😢🥀💔💔,jatuh hakim kak
Sakittt,sakittt
😢😢😢,
💔,
"4,5 lagi ada pilpress.. pas banget dah!",pilpress pas banget
@mayasaid mati listrik di mana mana,mati listrik
Itu ruam di muka Mulyono mestinya semakin hari semakin parah,ruam muka mulyono mesti hari parah
Satu kata buat indonesia,satu kata indonesia
Berawal dari gorong2 🥀,awal gorong
"GUE SUMPAHIN MAJELIS HAKIM & 7-TURUNAN NYA YANG MUTUS 4,5 TAHUN INI DI-AZAB DUNIA & AKHIRAT...... AAAMIIN YA ALLAH 🤲🤲🤲 🥀🥀🥀🥀",sumpah majelis hakim turun mutus tahun azab dunia akhirat aaamiin iya allah
💔,
Jaksa trima pesanan😂,jaksa terima kasih pesan
😤 hakim bisa diusut gak sih itu. Kok sama persis putusannya sama JPU,hakim usut sih persis putus jaksa tuntut umum
"ada open donasi buat bayar denda nya Pak Tom gak ya? kalau ada saya mau ikut, biar bisa suport beliau",open donasi bayar denda pak tom iya ikut biar suport beliau
💔💔,
💔💔,
Spil jaksa dan hakimnya 🙌,spil jaksa hakim
@okyykk11 udh di setting sm yg maha kuasa? #ripkeadilan #tomlembong❤️,atur maha kuasa
Rip keadilan 🥀💔,rip adil
🥀,
"awal nya nangkep nuduh koruptor itu biar terlihat jago gitu nangkepin koruptor yang bukan koruptor? 😂😂😂""",awal tangkap tuduh koruptor biar lihat jago nangkepin koruptor koruptor
💔💔💔💔💔,
"@azzampridana logikanya ngawur, sangat berbahaya hakim/ peradilan seperti itu.",logika bicara sembarang bahaya hakim adil
💔,
"Semoga bisa banding pak @tomlembong 

Memang rusak 10 tahun era mulyono ini.. parah",moga banding pak rusak tahun era mulyono parah
"Kalo memang cuma melanggar prosedur dan kewenangan, saya setuju ASAL DISAMA RATAKAN UNTUK SEMUA",langgar prosedur wenang tuju asal rata untuk
@maulanazulfiqor ga akan ngerti ils wkwkw,erti ils wkwk
Parah si kalo gtu mah,parah sil
Indonesia gelap... Benar2 kecewa oleh penegakan hukum di negara ini 🖤,indonesia gelap benar kecewa tega hukum negara
💔💔💔💔,
@prabowo,
🥀😢,
RIP,rip
"Bro irwan tolong kasi saya pemahaman apa yg sedang terjadi. Jika kasus ini pesanan penguasa, bisa jadi jaksa dikondisikan namun apa mungkin hakim juga sudah dikondisikan?",saudara laki laki irwan tolong kasih paham jadi kasus pesan kuasa jadi jaksa kondisi hakim kondisi
😢🥀,
"Mungkin kita beneran masuk surga jalur WNI deh, meminta keadilan kepada tuhan😢",benar masuk surga jalur warga negara indonesia deh minta adil tuhan
#JusticeForTomLembong,
🥀,
Jangan Sekolah Hukum biar ga jadi SH ... Dinegara sebelah banyak SH tapi Hukum di negaranya gak ada yang mau benerin,sekolah hukum biar jadi sh negara belah sh hukum negara benar
"Adili Jokowi beserta pengikut nya ,, semoga penyakit nya tambah parah",adil jokowi ikut moga sakit tambah parah
Ayolah alam semesta.. Kl hakim bisa menghukum orang yg tak bersalah seenaknya.. Pasti Engkau lbh bisa menghukum orang-orang yg licik di balik semua ini.. Alam semesta melihat dan merekam semuanya..,ayo alam semesta hakim hukum orang salah enak engkau hukum orangorang licik balik alam semesta lihat rekam
@moehiq__  tidak berfikir secara logika,pikir cara logika
Segerakan adzab ya Tuhanku. Untuk pemimpin yg dzolim.🤲,azab iya tuhan untuk pimpin zalim
🥀🥀,
Indonesia 2025 : Salah mengambil Kebijakan = Pidana,indonesia salah ambil bijak pidana
"Kecurigaan pesanan semakin kuat setelah keluar hukuman 4,5 tahun. 😂😂😂",curiga pesan kuat keluar hukum tahun
"garis besarnya Tuhan Sang Maha Mengetahui""""",garis besar tuhan sang maha tahu
Gini nih klo kalah argumen 🙂 dikasih bukti analisis dr pakar malah ngebahas yg lain2 yg padahal jg ngga ditujukan ke anda. Duh capek memang meladeni org yg buta fakta. LAUGH IN INDONESIA krn ternyata tinggal di negara yg open minded ga buat semua org punya pemikiran terbuka. Semangatttt fitnahnya mbak 🔥,kalah argumen kasih bukti analisis pakar bahas tuju aduh cape laden orang buta fakta laugh masuk indonesia nyata tinggal negara open minded orang punya pikir buka semangatttt fitnah kakak
Kita semua dukung pak @tomlembong,dukung pak
😢🥀,
Ga sabar nunggu adzab yang yang mendzolimi 🥀,sabar tunggu azab zalim
Makanya yg bisa jd pejabat hanya para penjilat. Yg cm bisa manut2 aja.,jadi jabat jilat manut
@febriary__ 😂😂😂,
Dipaksa sehat dinegara yang sakit🥀,paksa sehat negara sakit
😭😭😭😭 orang baik diginiin banget Ya Tuhan.  Karma do exist please,orang baik banget iya tuhan karma do eks tolong
💔💔💔,
🥀,
"Ga habis pikir,1 negara diacak² bapak² kurus yg keluar dari gorong²",habis pikir negara acak bapak kurus keluar gorong
RIP NEGERI KITA 🥀,rip negeri
🥀,
L Government,l government
"hidup cuma sekali, eh malah jadi  WNi💔",hidup eh jadi warga negara indonesia
R I P hukum Indonesia,r i p hukum indonesia
@prabowo 🥀🥀,
"Raffi ahmad centang biru kok ga speak up,deddy C,atta H",raffi ahmad centang biru speak up deddy c atta
🥀🥀💔,
🥀🥀🥀🥀,
😢😢😢,
Vonis yg dipaksakan 🥀,vonis paksa
💔,
RIP Sila Kelima,rip sila lima
Rakyat semakin tau betapa caur nya hukum dinegara ini,rakyat tahu betapa jelek hukum negara
Kita belajar banyak tentang rusaknya hukum indonesia dari bapak tom🙏🏻,ajar rusak hukum indonesia bapak tom
Paaak 😢,pak
"@mfadliakbarl hahahahaa... gerombolan petamburan, takbir jangan nih😂😂😂😂😂 salam utk imam jumbo dari firza😂😂😂😂",haha gerombol tambur takbir salam untuk imam jumbo firza
@adht7 akhirat akhirat semua di akhirat bakal di adili kocak🤣,akhirat akhirat akhirat bakal adil kocak
🥀🥀🥀,
😢😭,
@dodyirawn_ hukum berdasarkan pesanan.. klo jilat mah aman,hukum dasar pesan jilat aman
@ayosnry onle tok de tok,onle tok adik tok
"Swasta lebih terpecaya, BUMN banyak oknumnya sama dengan hukum di negeri ini.",swasta terpecaya badan usaha milik negara oknum hukum negeri
Slide 5 ❤️❤️👏👏. Maaf hanya bisa mendoakan. Sehat dan kuat selalu Pak Tom Lembong dan keluarga.,slide maaf doa sehat kuat pak tom lembong keluarga
"foto nya adem ya pak, ga kaya...... akh 🫵😆",foto adem iya pak kayak akh
Ya Allah,iya allah
@esnaverrr sampun ndalu 😭😭,sampun ndalu
😢🥀,
"@dodyirawn_ lu sirkel, lu aman"" gitu bang""",sirkel aman bang
Hancur sudah Hukum Indonesia. Kalau mau berbisnis besar akan hadapan dgn HUKUM YG SUDAH PASTI TIDAK ADA KEPASTIAN.🥀,hancur hukum indonesia bisnis besar hadap hukum
